pair_or_transition,first,second,count,draw_support_pct
14-30,14,30,3,0.7538
14-45,14,45,3,0.7538
14-46,14,46,3,0.7538
14-47,14,47,3,0.7538
14-52,14,52,3,0.7538
14-55,14,55,3,0.7538
14-56,14,56,3,0.7538
15-18,15,18,3,0.7538
15-25,15,25,3,0.7538
15-27,15,27,3,0.7538
15-30,15,30,3,0.7538
15-31,15,31,3,0.7538
15-32,15,32,3,0.7538
15-34,15,34,3,0.7538
15-35,15,35,3,0.7538
15-37,15,37,3,0.7538
15-38,15,38,3,0.7538
15-39,15,39,3,0.7538
15-40,15,40,3,0.7538
15-48,15,48,3,0.7538
15-51,15,51,3,0.7538
15-53,15,53,3,0.7538
15-56,15,56,3,0.7538
16-20,16,20,3,0.7538
16-27,16,27,3,0.7538
16-35,16,35,3,0.7538
16-37,16,37,3,0.7538
16-40,16,40,3,0.7538
16-42,16,42,3,0.7538
16-48,16,48,3,0.7538
16-51,16,51,3,0.7538
16-55,16,55,3,0.7538
17-23,17,23,3,0.7538
17-31,17,31,3,0.7538
17-39,17,39,3,0.7538
17-46,17,46,3,0.7538
17-53,17,53,3,0.7538
17-54,17,54,3,0.7538
17-56,17,56,3,0.7538
18-34,18,34,3,0.7538
18-35,18,35,3,0.7538
18-42,18,42,3,0.7538
19-21,19,21,3,0.7538
19-27,19,27,3,0.7538
19-29,19,29,3,0.7538
19-34,19,34,3,0.7538
19-38,19,38,3,0.7538
19-48,19,48,3,0.7538
20-43,20,43,3,0.7538
20-48,20,48,3,0.7538
20-54,20,54,3,0.7538
21-22,21,22,3,0.7538
21-29,21,29,3,0.7538
21-31,21,31,3,0.7538
21-32,21,32,3,0.7538
21-33,21,33,3,0.7538
21-35,21,35,3,0.7538
21-43,21,43,3,0.7538
21-44,21,44,3,0.7538
21-49,21,49,3,0.7538
21-50,21,50,3,0.7538
21-54,21,54,3,0.7538
22-34,22,34,3,0.7538
22-38,22,38,3,0.7538
22-41,22,41,3,0.7538
22-46,22,46,3,0.7538
23-25,23,25,3,0.7538
23-26,23,26,3,0.7538
23-27,23,27,3,0.7538
23-28,23,28,3,0.7538
23-30,23,30,3,0.7538
23-33,23,33,3,0.7538
23-36,23,36,3,0.7538
23-37,23,37,3,0.7538
23-40,23,40,3,0.7538
23-42,23,42,3,0.7538
23-46,23,46,3,0.7538
23-47,23,47,3,0.7538
23-49,23,49,3,0.7538
23-52,23,52,3,0.7538
24-32,24,32,3,0.7538
24-38,24,38,3,0.7538
24-47,24,47,3,0.7538
24-58,24,58,3,0.7538
25-26,25,26,3,0.7538
25-28,25,28,3,0.7538
25-38,25,38,3,0.7538
25-44,25,44,3,0.7538
25-45,25,45,3,0.7538
25-48,25,48,3,0.7538
25-52,25,52,3,0.7538
25-57,25,57,3,0.7538
26-30,26,30,3,0.7538
26-33,26,33,3,0.7538
26-34,26,34,3,0.7538
26-37,26,37,3,0.7538
26-38,26,38,3,0.7538
26-39,26,39,3,0.7538
26-43,26,43,3,0.7538
26-47,26,47,3,0.7538
26-51,26,51,3,0.7538
26-55,26,55,3,0.7538
26-56,26,56,3,0.7538
27-47,27,47,3,0.7538
27-51,27,51,3,0.7538
27-52,27,52,3,0.7538
27-53,27,53,3,0.7538
28-31,28,31,3,0.7538
28-36,28,36,3,0.7538
28-37,28,37,3,0.7538
28-39,28,39,3,0.7538
28-45,28,45,3,0.7538
28-54,28,54,3,0.7538
28-57,28,57,3,0.7538
29-32,29,32,3,0.7538
29-33,29,33,3,0.7538
29-34,29,34,3,0.7538
29-37,29,37,3,0.7538
29-38,29,38,3,0.7538
29-41,29,41,3,0.7538
29-46,29,46,3,0.7538
29-51,29,51,3,0.7538
30-34,30,34,3,0.7538
30-41,30,41,3,0.7538
30-55,30,55,3,0.7538
31-37,31,37,3,0.7538
31-39,31,39,3,0.7538
31-42,31,42,3,0.7538
31-49,31,49,3,0.7538
31-51,31,51,3,0.7538
31-57,31,57,3,0.7538
32-38,32,38,3,0.7538
32-40,32,40,3,0.7538
32-45,32,45,3,0.7538
32-53,32,53,3,0.7538
32-54,32,54,3,0.7538
32-55,32,55,3,0.7538
33-39,33,39,3,0.7538
33-42,33,42,3,0.7538
34-36,34,36,3,0.7538
34-52,34,52,3,0.7538
34-54,34,54,3,0.7538
35-39,35,39,3,0.7538
35-40,35,40,3,0.7538
35-46,35,46,3,0.7538
35-53,35,53,3,0.7538
36-38,36,38,3,0.7538
36-41,36,41,3,0.7538
36-45,36,45,3,0.7538
36-53,36,53,3,0.7538
37-52,37,52,3,0.7538
37-54,37,54,3,0.7538
38-46,38,46,3,0.7538
38-49,38,49,3,0.7538
38-50,38,50,3,0.7538
38-55,38,55,3,0.7538
39-40,39,40,3,0.7538
39-41,39,41,3,0.7538
39-42,39,42,3,0.7538
39-43,39,43,3,0.7538
39-44,39,44,3,0.7538
39-47,39,47,3,0.7538
40-57,40,57,3,0.7538
41-43,41,43,3,0.7538
41-54,41,54,3,0.7538
42-44,42,44,3,0.7538
42-53,42,53,3,0.7538
43-44,43,44,3,0.7538
43-46,43,46,3,0.7538
43-47,43,47,3,0.7538
43-56,43,56,3,0.7538
43-57,43,57,3,0.7538
44-47,44,47,3,0.7538
44-49,44,49,3,0.7538
44-52,44,52,3,0.7538
45-54,45,54,3,0.7538
45-55,45,55,3,0.7538
46-53,46,53,3,0.7538
46-54,46,54,3,0.7538
46-56,46,56,3,0.7538
46-57,46,57,3,0.7538
47-50,47,50,3,0.7538
48-51,48,51,3,0.7538
49-50,49,50,3,0.7538
49-53,49,53,3,0.7538
49-56,49,56,3,0.7538
50-55,50,55,3,0.7538
50-56,50,56,3,0.7538
51-52,51,52,3,0.7538
53-56,53,56,3,0.7538
53-57,53,57,3,0.7538
55-56,55,56,3,0.7538
55-58,55,58,3,0.7538
01-02,01,02,2,0.5025
01-06,01,06,2,0.5025
01-21,01,21,2,0.5025
01-22,01,22,2,0.5025
01-28,01,28,2,0.5025
01-38,01,38,2,0.5025
01-47,01,47,2,0.5025
01-53,01,53,2,0.5025
02-23,02,23,2,0.5025
02-36,02,36,2,0.5025
02-43,02,43,2,0.5025
02-56,02,56,2,0.5025
03-14,03,14,2,0.5025
03-22,03,22,2,0.5025
03-25,03,25,2,0.5025
03-27,03,27,2,0.5025
03-29,03,29,2,0.5025
03-37,03,37,2,0.5025
03-38,03,38,2,0.5025
03-39,03,39,2,0.5025
03-45,03,45,2,0.5025
03-49,03,49,2,0.5025
03-52,03,52,2,0.5025
03-54,03,54,2,0.5025
03-55,03,55,2,0.5025
03-57,03,57,2,0.5025
04-07,04,07,2,0.5025
04-08,04,08,2,0.5025
04-09,04,09,2,0.5025
04-10,04,10,2,0.5025
04-12,04,12,2,0.5025
04-13,04,13,2,0.5025
04-18,04,18,2,0.5025
04-19,04,19,2,0.5025
04-20,04,20,2,0.5025
04-29,04,29,2,0.5025
05-09,05,09,2,0.5025
05-20,05,20,2,0.5025
05-21,05,21,2,0.5025
05-36,05,36,2,0.5025
05-48,05,48,2,0.5025
06-08,06,08,2,0.5025
06-11,06,11,2,0.5025
06-15,06,15,2,0.5025
06-18,06,18,2,0.5025
06-19,06,19,2,0.5025
06-27,06,27,2,0.5025
06-28,06,28,2,0.5025
06-29,06,29,2,0.5025
06-31,06,31,2,0.5025
06-36,06,36,2,0.5025
06-40,06,40,2,0.5025
06-44,06,44,2,0.5025
07-12,07,12,2,0.5025
07-18,07,18,2,0.5025
07-25,07,25,2,0.5025
07-26,07,26,2,0.5025
07-36,07,36,2,0.5025
07-39,07,39,2,0.5025
07-41,07,41,2,0.5025
07-42,07,42,2,0.5025
07-53,07,53,2,0.5025
08-10,08,10,2,0.5025
08-16,08,16,2,0.5025
08-18,08,18,2,0.5025
08-24,08,24,2,0.5025
08-29,08,29,2,0.5025
08-34,08,34,2,0.5025
08-41,08,41,2,0.5025
08-57,08,57,2,0.5025
09-17,09,17,2,0.5025
09-24,09,24,2,0.5025
09-27,09,27,2,0.5025
09-36,09,36,2,0.5025
09-37,09,37,2,0.5025
09-42,09,42,2,0.5025
09-46,09,46,2,0.5025
10-22,10,22,2,0.5025
10-30,10,30,2,0.5025
10-33,10,33,2,0.5025
10-35,10,35,2,0.5025
10-42,10,42,2,0.5025
10-46,10,46,2,0.5025
10-49,10,49,2,0.5025
10-52,10,52,2,0.5025
10-53,10,53,2,0.5025
10-56,10,56,2,0.5025
10-57,10,57,2,0.5025
10-58,10,58,2,0.5025
11-13,11,13,2,0.5025
11-18,11,18,2,0.5025
11-23,11,23,2,0.5025
11-28,11,28,2,0.5025
11-36,11,36,2,0.5025
11-48,11,48,2,0.5025
11-49,11,49,2,0.5025
11-56,11,56,2,0.5025
11-57,11,57,2,0.5025
12-15,12,15,2,0.5025
12-28,12,28,2,0.5025
12-34,12,34,2,0.5025
12-42,12,42,2,0.5025
12-58,12,58,2,0.5025
13-18,13,18,2,0.5025
13-19,13,19,2,0.5025
13-32,13,32,2,0.5025
13-34,13,34,2,0.5025
13-36,13,36,2,0.5025
14-18,14,18,2,0.5025
14-25,14,25,2,0.5025
14-26,14,26,2,0.5025
14-27,14,27,2,0.5025
14-28,14,28,2,0.5025
14-31,14,31,2,0.5025
14-32,14,32,2,0.5025
14-41,14,41,2,0.5025
14-44,14,44,2,0.5025
14-54,14,54,2,0.5025
14-58,14,58,2,0.5025
15-20,15,20,2,0.5025
15-21,15,21,2,0.5025
15-24,15,24,2,0.5025
15-42,15,42,2,0.5025
15-44,15,44,2,0.5025
15-55,15,55,2,0.5025
16-17,16,17,2,0.5025
16-18,16,18,2,0.5025
16-21,16,21,2,0.5025
16-22,16,22,2,0.5025
16-28,16,28,2,0.5025
16-30,16,30,2,0.5025
16-34,16,34,2,0.5025
16-44,16,44,2,0.5025
16-52,16,52,2,0.5025
16-53,16,53,2,0.5025
16-56,16,56,2,0.5025
16-58,16,58,2,0.5025
17-24,17,24,2,0.5025
17-26,17,26,2,0.5025
17-41,17,41,2,0.5025
17-42,17,42,2,0.5025
17-48,17,48,2,0.5025
17-52,17,52,2,0.5025
18-20,18,20,2,0.5025
18-22,18,22,2,0.5025
18-26,18,26,2,0.5025
18-29,18,29,2,0.5025
18-30,18,30,2,0.5025
18-32,18,32,2,0.5025
18-33,18,33,2,0.5025
18-38,18,38,2,0.5025
18-47,18,47,2,0.5025
18-48,18,48,2,0.5025
18-53,18,53,2,0.5025
18-54,18,54,2,0.5025
19-23,19,23,2,0.5025
19-24,19,24,2,0.5025
19-26,19,26,2,0.5025
19-33,19,33,2,0.5025
19-39,19,39,2,0.5025
19-44,19,44,2,0.5025
19-52,19,52,2,0.5025
20-32,20,32,2,0.5025
20-33,20,33,2,0.5025
20-41,20,41,2,0.5025
20-57,20,57,2,0.5025
21-24,21,24,2,0.5025
21-27,21,27,2,0.5025
21-34,21,34,2,0.5025
21-36,21,36,2,0.5025
21-38,21,38,2,0.5025
21-39,21,39,2,0.5025
21-41,21,41,2,0.5025
21-42,21,42,2,0.5025
21-46,21,46,2,0.5025
21-55,21,55,2,0.5025
21-56,21,56,2,0.5025
21-58,21,58,2,0.5025
22-23,22,23,2,0.5025
22-24,22,24,2,0.5025
22-28,22,28,2,0.5025
22-54,22,54,2,0.5025
23-41,23,41,2,0.5025
23-43,23,43,2,0.5025
23-51,23,51,2,0.5025
23-53,23,53,2,0.5025
23-54,23,54,2,0.5025
23-56,23,56,2,0.5025
24-25,24,25,2,0.5025
24-26,24,26,2,0.5025
24-28,24,28,2,0.5025
24-29,24,29,2,0.5025
24-31,24,31,2,0.5025
24-33,24,33,2,0.5025
24-35,24,35,2,0.5025
24-37,24,37,2,0.5025
24-43,24,43,2,0.5025
24-48,24,48,2,0.5025
24-50,24,50,2,0.5025
24-51,24,51,2,0.5025
24-55,24,55,2,0.5025
25-27,25,27,2,0.5025
25-32,25,32,2,0.5025
25-42,25,42,2,0.5025
25-46,25,46,2,0.5025
25-54,25,54,2,0.5025
25-55,25,55,2,0.5025
26-35,26,35,2,0.5025
26-45,26,45,2,0.5025
27-29,27,29,2,0.5025
27-31,27,31,2,0.5025
27-34,27,34,2,0.5025
27-38,27,38,2,0.5025
27-44,27,44,2,0.5025
28-40,28,40,2,0.5025
28-41,28,41,2,0.5025
28-47,28,47,2,0.5025
28-53,28,53,2,0.5025
28-58,28,58,2,0.5025
29-39,29,39,2,0.5025
29-42,29,42,2,0.5025
29-47,29,47,2,0.5025
29-48,29,48,2,0.5025
29-54,29,54,2,0.5025
30-36,30,36,2,0.5025
30-39,30,39,2,0.5025
30-45,30,45,2,0.5025
31-33,31,33,2,0.5025
31-55,31,55,2,0.5025
31-56,31,56,2,0.5025
32-35,32,35,2,0.5025
32-36,32,36,2,0.5025
32-46,32,46,2,0.5025
32-49,32,49,2,0.5025
32-50,32,50,2,0.5025
32-56,32,56,2,0.5025
33-34,33,34,2,0.5025
33-35,33,35,2,0.5025
33-36,33,36,2,0.5025
33-43,33,43,2,0.5025
33-44,33,44,2,0.5025
33-51,33,51,2,0.5025
33-52,33,52,2,0.5025
33-53,33,53,2,0.5025
34-38,34,38,2,0.5025
34-39,34,39,2,0.5025
34-42,34,42,2,0.5025
34-43,34,43,2,0.5025
34-44,34,44,2,0.5025
34-45,34,45,2,0.5025
34-46,34,46,2,0.5025
34-51,34,51,2,0.5025
35-36,35,36,2,0.5025
35-38,35,38,2,0.5025
35-44,35,44,2,0.5025
35-48,35,48,2,0.5025
35-49,35,49,2,0.5025
35-50,35,50,2,0.5025
35-52,35,52,2,0.5025
36-43,36,43,2,0.5025
36-48,36,48,2,0.5025
36-57,36,57,2,0.5025
37-46,37,46,2,0.5025
37-53,37,53,2,0.5025
37-55,37,55,2,0.5025
38-43,38,43,2,0.5025
38-45,38,45,2,0.5025
38-54,38,54,2,0.5025
38-57,38,57,2,0.5025
39-53,39,53,2,0.5025
39-54,39,54,2,0.5025
39-55,39,55,2,0.5025
40-44,40,44,2,0.5025
40-48,40,48,2,0.5025
40-51,40,51,2,0.5025
41-44,41,44,2,0.5025
41-53,41,53,2,0.5025
41-55,41,55,2,0.5025
42-48,42,48,2,0.5025
42-50,42,50,2,0.5025
42-54,42,54,2,0.5025
43-51,43,51,2,0.5025
43-53,43,53,2,0.5025
43-55,43,55,2,0.5025
44-48,44,48,2,0.5025
45-47,45,47,2,0.5025
45-49,45,49,2,0.5025
46-47,46,47,2,0.5025
46-48,46,48,2,0.5025
46-51,46,51,2,0.5025
46-55,46,55,2,0.5025
47-48,47,48,2,0.5025
47-51,47,51,2,0.5025
47-52,47,52,2,0.5025
47-55,47,55,2,0.5025
49-55,49,55,2,0.5025
49-57,49,57,2,0.5025
49-58,49,58,2,0.5025
51-55,51,55,2,0.5025
52-53,52,53,2,0.5025
53-55,53,55,2,0.5025
54-55,54,55,2,0.5025
54-58,54,58,2,0.5025
57-58,57,58,2,0.5025
01-07,01,07,1,0.2513
01-13,01,13,1,0.2513
01-18,01,18,1,0.2513
01-35,01,35,1,0.2513
01-36,01,36,1,0.2513
01-37,01,37,1,0.2513
01-49,01,49,1,0.2513
01-50,01,50,1,0.2513
01-52,01,52,1,0.2513
01-54,01,54,1,0.2513
02-06,02,06,1,0.2513
02-10,02,10,1,0.2513
02-25,02,25,1,0.2513
02-30,02,30,1,0.2513
02-39,02,39,1,0.2513
02-40,02,40,1,0.2513
03-06,03,06,1,0.2513
03-09,03,09,1,0.2513
03-11,03,11,1,0.2513
03-18,03,18,1,0.2513
03-19,03,19,1,0.2513
03-24,03,24,1,0.2513
03-26,03,26,1,0.2513
03-33,03,33,1,0.2513
03-35,03,35,1,0.2513
03-41,03,41,1,0.2513
03-48,03,48,1,0.2513
03-50,03,50,1,0.2513
03-51,03,51,1,0.2513
04-27,04,27,1,0.2513
04-53,04,53,1,0.2513
04-57,04,57,1,0.2513
05-14,05,14,1,0.2513
05-24,05,24,1,0.2513
05-27,05,27,1,0.2513
05-33,05,33,1,0.2513
05-41,05,41,1,0.2513
06-22,06,22,1,0.2513
06-24,06,24,1,0.2513
06-45,06,45,1,0.2513
06-46,06,46,1,0.2513
06-55,06,55,1,0.2513
06-58,06,58,1,0.2513
07-16,07,16,1,0.2513
07-21,07,21,1,0.2513
07-22,07,22,1,0.2513
07-37,07,37,1,0.2513
07-38,07,38,1,0.2513
07-43,07,43,1,0.2513
08-12,08,12,1,0.2513
08-23,08,23,1,0.2513
08-35,08,35,1,0.2513
08-39,08,39,1,0.2513
09-18,09,18,1,0.2513
09-34,09,34,1,0.2513
09-48,09,48,1,0.2513
09-50,09,50,1,0.2513
09-54,09,54,1,0.2513
10-18,10,18,1,0.2513
10-20,10,20,1,0.2513
10-21,10,21,1,0.2513
10-23,10,23,1,0.2513
10-27,10,27,1,0.2513
10-28,10,28,1,0.2513
10-44,10,44,1,0.2513
10-48,10,48,1,0.2513
11-22,11,22,1,0.2513
11-24,11,24,1,0.2513
11-31,11,31,1,0.2513
11-32,11,32,1,0.2513
11-47,11,47,1,0.2513
11-51,11,51,1,0.2513
12-21,12,21,1,0.2513
12-22,12,22,1,0.2513
12-24,12,24,1,0.2513
12-26,12,26,1,0.2513
12-47,12,47,1,0.2513
12-49,12,49,1,0.2513
12-56,12,56,1,0.2513
13-39,13,39,1,0.2513
13-44,13,44,1,0.2513
13-50,13,50,1,0.2513
14-24,14,24,1,0.2513
14-42,14,42,1,0.2513
15-22,15,22,1,0.2513
15-26,15,26,1,0.2513
15-28,15,28,1,0.2513
15-49,15,49,1,0.2513
16-24,16,24,1,0.2513
16-26,16,26,1,0.2513
16-29,16,29,1,0.2513
16-31,16,31,1,0.2513
16-39,16,39,1,0.2513
16-43,16,43,1,0.2513
16-54,16,54,1,0.2513
17-21,17,21,1,0.2513
17-27,17,27,1,0.2513
18-24,18,24,1,0.2513
18-27,18,27,1,0.2513
18-36,18,36,1,0.2513
19-32,19,32,1,0.2513
19-45,19,45,1,0.2513
20-25,20,25,1,0.2513
20-29,20,29,1,0.2513
20-34,20,34,1,0.2513
20-56,20,56,1,0.2513
21-23,21,23,1,0.2513
21-26,21,26,1,0.2513
21-48,21,48,1,0.2513
21-53,21,53,1,0.2513
21-57,21,57,1,0.2513
22-42,22,42,1,0.2513
22-55,22,55,1,0.2513
22-56,22,56,1,0.2513
23-24,23,24,1,0.2513
24-39,24,39,1,0.2513
24-42,24,42,1,0.2513
24-49,24,49,1,0.2513
24-54,24,54,1,0.2513
25-34,25,34,1,0.2513
25-39,25,39,1,0.2513
25-53,25,53,1,0.2513
26-32,26,32,1,0.2513
26-40,26,40,1,0.2513
26-50,26,50,1,0.2513
27-28,27,28,1,0.2513
27-35,27,35,1,0.2513
27-37,27,37,1,0.2513
27-39,27,39,1,0.2513
27-43,27,43,1,0.2513
27-58,27,58,1,0.2513
29-49,29,49,1,0.2513
30-35,30,35,1,0.2513
30-38,30,38,1,0.2513
30-46,30,46,1,0.2513
31-38,31,38,1,0.2513
31-41,31,41,1,0.2513
31-58,31,58,1,0.2513
32-42,32,42,1,0.2513
32-57,32,57,1,0.2513
32-58,32,58,1,0.2513
33-54,33,54,1,0.2513
33-55,33,55,1,0.2513
34-35,34,35,1,0.2513
34-53,34,53,1,0.2513
34-56,34,56,1,0.2513
35-57,35,57,1,0.2513
36-39,36,39,1,0.2513
36-44,36,44,1,0.2513
36-49,36,49,1,0.2513
37-41,37,41,1,0.2513
37-58,37,58,1,0.2513
38-53,38,53,1,0.2513
39-51,39,51,1,0.2513
39-58,39,58,1,0.2513
41-45,41,45,1,0.2513
42-46,42,46,1,0.2513
43-48,43,48,1,0.2513
44-54,44,54,1,0.2513
44-55,44,55,1,0.2513
46-52,46,52,1,0.2513
48-49,48,49,1,0.2513
48-53,48,53,1,0.2513
50-54,50,54,1,0.2513
52-57,52,57,1,0.2513
53-54,53,54,1,0.2513
55-57,55,57,1,0.2513
